assignment,comments,length,shortened comment,shortened length,Ailie category,Tricia category,Ariel category,Equal,Final category
3,"Prototypes: For the scans, you should show some steps indicating a flow that takes a user through the application. Otherwise, someone looking would not be able to distill the proper interactions from the prototype and create a functional application. ",40,"Prototypes: For the scans, you should show some steps indicating a flow that takes a user through the application. ",20,3,3,3,true,3
3,"In general, it's also a little difficult to distill the critical high-level design differences between the two prototypes. They both seem pretty centered around a lookup of people teaching certain subjects, and the ability to initiate some conversation. C",82,"In general, it's also a little difficult to distill the critical high-level design differences between the two prototypes. ",19,2,2,2,true,2
3,the 'food app' has been done *many* time before -- what new dimension will you bring to the table?,19,,,3,2,2,false,3
3,Sketch was wonderful but too detailed. Sketch is supposed to take <10 minutes as stated in rubric for A2 also refer to class slides. ,25,,,3,2,3,false,3
3,"POV: I think this POV is getting close, but could be honed down a little closer to the concrete need addressed. Particularly, in responding to the impersonal/degrading aspect of asking for favors, what do users actually need for this to not be a problem? ",81,"POV: I think this POV is getting close, but could be honed down a little closer to the concrete need addressed. ",22,3,3,2,false,3
3,Explain about how your inspirations fall short of solving your problem.,11,,,3,2,3,false,3
3,Good job! I really like the Metaphor of the timer in the first prototype.,14,,,1,1,1,true,1
3,"POV: Not clear where the core user need is in this POV that points toward the design space. Looking for different food & snack options is a very broad area, as is giving information & opportunities to find better meal options. What is it in particular in ",64,POV: Not clear where the core user need is in this POV that points toward the design space. ,19,2,2,2,true,2
3,Inspiration: Really good analysis of inspiration. A lot of valuable insight. ,12,,,1,1,1,true,1
3,"In the second prototype, the idea of rating/listing by menu items rather than general eateries is great. It's definitely another angle to take that has a huge effect on the experience of exchanging information about food. Perhaps there's a way to kill two",60,"In the second prototype, the idea of rating/listing by menu items rather than general eateries is great. ",18,1,1,1,true,1
3,"inspiration not very inspiring. good enough idea, but i'm not seeing much creativity.",13,,,2,2,2,true,2
3,Inspirations should demonstrate critical thinking by explaining how those articles/apps fall short or what other questions they lead to.,19,,,3,2,3,false,3
3,Storyboard #2's doesn't directly lead to a prototype.,8,,,2,2,2,true,2
3,"The novelly idea is fun to think about. I would think about talking with potential users more, especially users who are writers, and see how they might react to such a situation.",32,The novelly idea is fun to think about. ,9,1,1,1,true,1
3,"Good work overall, most of my pertinent feedback was given during studio & in office hours. ",17,,,1,1,1,true,1
3,Main takeaway would be to focus on distilling one key feature that makes your app what it is. This will help tremendously in moving forward with the design process. ,30,Main takeaway would be to focus on distilling one key feature that makes your app what it is. ,19,3,3,3,true,3
3,I really liked your prototypes and storyboards! Great job at putting a unique twist on traditional productivity apps. ,19,,,1,1,1,true,1
3,"Overall I think you're on track. However, I'd encourage you to articulate a clearer POV that is more closely tied to the issues your raise with exploration, or being in a certain place at a certain time. Note that these are two different needs, and you sh",54,Overall I think you're on track. ,7,1,1,1,true,1
3,"Rather than focusing on ""studying is boring"" perhaps think of why traditional studying is ineffective and why students struggle with it. Inspiration board should include more screenshots to make a more direct link between that inspiration and your prototy",87,"Rather than focusing on ""studying is boring"" perhaps think of why traditional studying is ineffective and why students struggle with it. ",22,3,3,3,true,3
3,Look for deeper and more abstract connections for the POV. Make sure you decide on the specific audience/community that follows your POV,22,,,3,3,3,true,3
3,"Careful getting too specific on a solution in your POV. Also, as I said in class, your storyboards should have a clear situation with a user need, and a story of satisfying it.  I like your POV and inspirations, but think a little more critically about th",52,Careful getting too specific on a solution in your POV. ,11,3,2,2,false,2
3,"Very well done. Very clear and easy to follow your thought process. I had some difficulty differentiating your prototypes, and also wanted to see how you thought current tools for this problem fall short. But I think you're on the right track and with a s",56,Very well done. Very clear and easy to follow your thought process. ,13,1,1,1,true,1
3,"It is not clear how your POV engages with the studio brief, or where current solutions fall short. Why does searching tip websites not work and how will your app help address that issue? Also,  a little more detail on how your prototype flows would be hel",48,"It is not clear how your POV engages with the studio brief, or where current solutions fall short. ",19,2,2,2,true,2
3,"the point of view could be more explicit, but it's still good, it's just that the point of view is strongly implied. the motivational posters are a little too disconnect and obvious. the prototypes are detailed, but you would benefit from simplifying even",75,"the point of view could be more explicit, but it's still good, it's just that the point of view is strongly implied. ",23,2,2,2,true,2
3,"""since most people are indecisive."" -- this claim lacks evidence",10,,,2,2,2,true,2
3,Many people have done a form of the 'eating app' -- what new dimension or perspective will you bring to the table?,22,,,3,2,3,false,3
3,this shopping list idea is taboo. i will need to see it become more divergent and unique. how can personal informatics really enhance the utility of the app? where are you using personal informatics in your prototypes and storyboards?,39,this shopping list idea is taboo. i will need to see it become more divergent and unique. ,18,3,2,3,false,3
3,the 'eating app' has been done many times before -- what new dimension will you bring to the table?,19,,,3,2,3,false,3
3,great work bringing in inspirations not directly related to eating e.g. spotify,12,,,1,1,1,true,1
3,Pick on functionality (study or eating) and improve that (ps the 'studying app' has been done even more times than the 'eating app'),23,,,3,3,3,true,3
3,"""It prevents people from feeling punished from being there early. Positive reinforcement for arriving early."" -- interesting insight!",18,,,1,1,1,true,1
3,The 'event app' has been done *many* times before -- what new dimension are you going to bring to the table?,21,,,3,2,3,false,3
3,"for the point of view, the solution is too specific, and you've left out how personal informatics save the day. you did identify a need to save time vs money.",30,"for the point of view, the solution is too specific, and you've left out how personal informatics save the day. ",21,2,2,2,true,2
3,"inspiration is OK, but they're focusing too much on a specific solution that doesn't fit entirely with the brief.",19,,,2,2,2,true,2
3,storyboard 2 is actually on to something with personal informatics.,10,,,1,1,1,true,1
3,"prototypes relate to storyboard and point of view, but, again, the point of view needs refining.",16,,,2,2,2,true,2
3,the 'eating app' has been done many times before -- what new dimension will you bring to the table?,19,,,3,2,3,false,3
3,great work bringing in inspirations not directly related to eating e.g. spotify,12,,,1,1,1,true,1
3,Pick on functionality (study or eating) and improve that (ps the 'studying app' has been done even more times than the 'eating app'),23,,,3,3,2,false,3
3,"Your point of view was explained better in your Description, than your actual POV section. A more specifically worded POV might be(this is just an example of a similar but not necessarily the same direction): Live music concert attendees lack a way to sha",66,"Your point of view was explained better in your Description, than your actual POV section. ",16,2,2,2,true,2
3,This point of view has a specific aspect of concerts that it tackles(lack of information) and a particular direction(crowdsourcing). Also it doesn't mention a specific implementation(a mobile web application).,29,This point of view has a specific aspect of concerts that it tackles(lack of information) and a particular direction(crowdsourcing). ,20,1,1,1,true,1
3,"Your inspiration picks shouldn't explain only what that the app does, but how it inspires you.",16,,,3,2,2,false,3
3,The first prototype doesn't show enough interaction for me to understand how it's implemented. Especially the last screen is unclear.,20,,,2,2,2,true,2
3,Your point of view needs to explain more. What about their formatting causes them to fall short? How are their communication channels limited?,23,,,3,2,3,false,3
3,I like the connection to the anonymity(Yik Yak) and community(Quora) that you guys make. Beware that those two are often at odds with each other.,25,,,2,3,1,false,2
3,Storyboard doesn't lead to a prototype that someone else could build.,11,,,2,2,2,true,2
3,"In the second storyboard, why does Anna need to share her college life experience? The need is not set up. Also reduce text by actually showing all of Anna, Sarah and Amy with a happy face instead of a paragraph at the last panel.",44,"In the second storyboard, why does Anna need to share her college life experience? The need is not set up. ",21,3,2,3,false,2
3,Your point of view needs to be human centered. Why are people interested in sharing more aspects of themselves?,19,,,3,2,3,false,3
3,"This point of view addresses a specific  aspect of social networking(creating a deeper connection) and a particular direction(sharing privately), while mentioning the human need.",25,,,1,1,1,true,1
3,"Your inspiration picks shouldn't explain only what that the app/video does, but how it inspires you.",16,,,3,2,2,false,3
3,First storyboard has a shallow user need. I need to see people's photos is not a human centered need. Second storyboard does not demonstrate an implementable prototype.,27,First storyboard has a shallow user need. I need to see people's photos is not a human centered need. ,20,2,2,2,true,2
3,POV does not articulate connection to studio brief or a user need,12,,,2,2,2,true,2
3,Storyboards lack sufficient detail + the prototypes need to diverge more -- the ideas are *too* similar,17,,,3,3,2,false,3
3,Your point of view needs to be more specific. What specific difficulties did they have? Why do they not have the chance to partake?,24,,,3,3,3,true,3
3,"Your inspiration picks shouldn't explain only what that the app does, but how it inspires you.",16,,,3,2,3,false,3
3,Inspirations lack competitive analysis -- only compares to one event venue (Facebook),12,,,2,2,2,true,2
3,"storyboard #1 -- Please post complete storyboard, as discussed, on Piazza via private post. + ensure that future submission contain all required material ",24,,,3,3,3,true,3
3,"prototype #1 is strong , nice work ! Prototype #2 is too similar to #1, be sure to think outside of the box, especially if you're doing an 'event app', as this has been done *many* times before",38,"prototype #1 is strong , nice work ! ",9,1,1,1,true,1
3,Inspiration board does not discuss how some of the inspirations fall short for the need you are addressing,18,,,2,2,2,true,2
3,"Try chatting with someone who prefers to eat alone -- why is this the case? (might be a hard thing to have someone open up about as they might feel vulnerable, so proceed with care)",35,Try chatting with someone who prefers to eat alone -- why is this the case? ,16,3,3,3,true,3
3,"the 'food app' has been done *many* times before -- what new dimension will you bring to the table? For instance, you could focus on a particular edge case user group, etc",32,the 'food app' has been done *many* times before -- what new dimension will you bring to the table? ,20,3,2,3,false,3
3,Inspirations lack competitive analysis -- what other resources are currently available to address this user need? e.g. quick google search brought me here: http://www.rescue.org/us-program/us-san-diego-ca what can you learn for their efforts? ,32,Inspirations lack competitive analysis -- what other resources are currently available to address this user need? e.g. ,18,3,2,3,false,3
3,"Not a point of view. An example of a point of view(this is just an example) might be: There are times when we feel inadequate, or as if we're not living our life to its fullest. By reminding us of the highlights of our lives, both the sad and happy, we ca",63,Not a point of view. ,6,2,2,2,true,2
3,Your storyboards were both hard to follow. Also the prototype isn't really apparent from reading them.,16,,,2,2,2,true,2
3,"Not a human centered point of view. Our focus is people, not books. A human centered point of view will start with the phrase ""Person/Community need(s) a way to ... ""(or some equivalent). As an example,",36,"Not a human centered point of view. Our focus is people, not books. ",14,2,2,2,true,2
3,"Talk more critically about what the mentioned inspirations lack, and how you might solve that particular aspect.",17,,,3,3,3,true,3
3,I like how your storyboard #2 starts with the person stating a deep user need clearly.,16,,,1,1,1,true,1
3,"While prototypes are strong, storyboards lack sufficient detail",8,,,2,2,2,true,2
3,Keep in mind that the 'meet up/make friends app' has been done *many* times before -- what new dimension will you bring to the table?,25,,,3,2,3,false,3
3,Inspirations lacking metaphorical comparisons +  competitive analysis -- why do some of these platforms fall short of addressing the user need?,22,,,3,2,3,false,3
3,Prototypes are borderline *too* flushed out -- just use single colored thick pen to constrain level of detail possible,19,,,3,3,3,true,3
3,"what new dimension will you bring to the table of  ever popular 'tourist app'? Try discussing with a more specific user group -- for instance, for those who don't travel, why is that the case?",36,what new dimension will you bring to the table of  ever popular 'tourist app'? ,16,3,2,3,false,3
3,The POV should go more into why people don't follow personal hygiene tasks consistently. You may also want to broaden the scope of your app. Teeth-brushing is too narrow. I also had a difficult time following the sequencing of Prototype 2. Great and creat,47,The POV should go more into why people don't follow personal hygiene tasks consistently. ,15,3,3,3,true,3
3,Very well done! 2nd storyboard could have been more detailed in setting the stage and addressing how the app contributes to solving the problem. ,25,,,3,3,2,false,3
3,"I think the 2nd prototype was much more interesting than the first. I liked the idea of a fitness RPG in a sense. It reminds me a bit of Habitica and Run, Zombies. Inspirations should have included some games that you drew inspiration from.",44,I think the 2nd prototype was much more interesting than the first. I liked the idea of a fitness RPG in a sense. ,24,1,2,1,false,1
3,"POV:  Work on organization and getting right to the point of the needs in your POV statement. ""Choosing what to eat should be easy too."" This is more of a commercial tagline than a human centered POV for the design process. In the problem statement, still",120,POV:  Work on organization and getting right to the point of the needs in your POV statement. ,19,3,2,3,false,3
3,"Prototypes 2: Not clear how the flow of the application works when looking at the prototype. There are two options on the first page, list and random. When clicking list, you are taken to the random screen for rouletting popular foods? Is a list then crea",82,Prototypes 2: Not clear how the flow of the application works when looking at the prototype. ,17,2,2,2,true,2
3,Don't forget that you should be thinking about how you are designing the experience of exchange. Solution 1 that you have provided seems entirely centered on just one person scrolling through some pictures until a suggestion pops up. What is the exchange ,213,Don't forget that you should be thinking about how you are designing the experience of exchange. ,17,2,2,2,true,2
3,"Be careful using the word ""should"" in your POV. Your inspirations should better address why those apps don't address your problem as well as your app would. I would like to see more game elements in the prototypes, particularly the 2nd one. Otherwise, gre",49,"Be careful using the word ""should"" in your POV. ",10,3,3,3,true,3
3,"Your POV should state more clearly the user need. The storyboards were very well done. While the prototypes were well-made and well-sequenced, I would like to see more game elements or more reason why your points systems and leveling up matters or how thi",48,Your POV should state more clearly the user need. The storyboards were very well done. ,16,2,3,3,false,3
3,"Inspirations: Was required that for each inspiration, there be a link to or image of the inspiration. ",18,,,3,2,3,false,3
3,"Great job with the prototypes and clever ways of representing certain interface interactions. Don't worry too much about spending time on certain elements of the prototype if they wouldn't be too important of a design decision at this stage. For example, ",79,Great job with the prototypes and clever ways of representing certain interface interactions. ,14,1,1,1,true,1
3,"In general, it wasn't immediately obvious where the two prototyped solutions critically deviated in high-level design. It seemed like they were both in the area of an inventory/market for renting out equipment. Knowing exactly what core design decisions m",83,"In general, it wasn't immediately obvious where the two prototyped solutions critically deviated in high-level design. ",17,2,2,2,true,2
3,"POV: Would/Should is not a user need. What have you distilled from what this user group *needs,* and what is your design strategy to address that?",26,POV: Would/Should is not a user need. ,8,2,2,2,true,2
3,Inspiration: Good addition of the a mentor-mentee system. Learning from how that works and why it is successful can be very valuable for your proposed solution.,26,Inspiration: Good addition of the a mentor-mentee system. ,9,1,1,1,true,1
3,POV: 'Should' isn't quite a user need. Making good decisions may indeed be difficult. What are the core needs that come from this difficulty? What part of making decisions/ what kind of decisions are you trying to address? Making decisions in general may ,49,POV: 'Should' isn't quite a user need. Making good decisions may indeed be difficult. ,15,2,2,2,true,2
3,Insp: Good analysis of different inspirations to draw from. Using a feed is a really interesting idea. Recency /relevance of past experiences is something that can definitely change an entire design experience. ,33,Insp: Good analysis of different inspirations to draw from. Using a feed is a really interesting idea. ,18,1,1,1,true,1
3,Great diversity in prototype designs while still working in the same design space. ,14,,,1,1,1,true,1
3,"POV: Not clearly articulating core user needs. Your POV is a lot more focused on what the solution has to offer; you need to make sure it also touches on the needs. What do people need for, say, their social animal nature? Are we concerned about spontaneo",73,POV: Not clearly articulating core user needs. ,8,2,2,2,true,2
3,Inspiration: Good discussion and organization,5,,,1,1,1,true,1
3,The POV is vague: what tasks do people not want to do? Why do people lose motivation? I would like to see more game elements incorporated into the app. What do points mean? How do they reward the user?,39,The POV is vague: what tasks do people not want to do? Why do people lose motivation? ,18,3,2,3,false,3
3,"First storyboard was too difficult to read and follow. In the first prototype, how does this differ from already existing quizzing apps?  Why does dressing the character matter or how will it incentivize users? In the 2nd prototype, what does an adventure",55,"First storyboard was too difficult to read and follow. In the first prototype, how does this differ from already existing quizzing apps? ",23,2,2,3,false,2
3,"POV: Getting close, but would still like to see a more articulated user need distilled into the POV. In your design space, what is it that users need to successfully try new places? It seems like things were getting warmer with the description of how revi",70,"POV: Getting close, but would still like to see a more articulated user need distilled into the POV. ",19,2,3,2,false,2
3,"The idea of offering options between friends, friends of friends, & friends of friends of friends, I think, is very clever. This design can have many implications that can have strong effects on the overall exchange experience. I would love to see how tha",58,"The idea of offering options between friends, friends of friends, & friends of friends of friends, I think, is very clever. ",22,1,1,1,true,1
3,Deductions:  - User needs is extremely broad.,8,,,2,2,2,true,2
3,"Inspirations were good, but presented without specifics. If all of these apps are so good, where is the opportunity for your own product?",24,,,2,2,3,false,3
3,"Comments: Your point of view needs some more thought. What does someone need in order to achieve a goal? It all depends on what the goal is. Try to get more specific, by thinking back to personas (see scott???????????????s videos from week 2) and developi",77,Comments: Your point of view needs some more thought. What does someone need in order to achieve a goal? ,20,3,2,3,false,3
3,"Deductions: - Inspirations were good, but  somewhat obvious, Would have liked to see more abstract/metaphorical connections to the point of view. ",23,,,3,2,3,false,3
3,Comments: Great storyboards! Your app reminded me of Charity Navigator: http://www.charitynavigator.org/. One thing to consider is the different attitudes people may have towards donating to charity. Some people might want to donate a small amount regular,154,Comments: Great storyboards! Your app reminded me of Charity Navigator: http://www.charitynavigator.org/. ,12,1,1,1,true,1
3,Deductions: - Doesn???????????????t explicitly relate to design brief,8,,,2,2,2,true,2
3,- Doesn???????????????t include a concrete user need. ,8,,,2,2,2,true,2
3,"Inspiration board is good, but explanations lack depth. A simple interface may be good for one particular application but you should delve deeper into why the interface is good.",31,"Inspiration board is good, but explanations lack depth.",10,2,2,2,true,2
3,- Prototypes don???????????????t contain enough detail. How do I navigate the fridge prototype? Can I click on items inside of the fridge?  No ???????????????update $ goal??????????????? screen from prototype view.,31,- Prototypes don???????????????t contain enough detail. How do I navigate the fridge prototype? Can I click on items inside of the fridge? ,23,3,2,2,false,3
3,Comments: The point of view does not include a user perspective. I shouldn???????????????t have to infer the user from the pov it should come right out and say it. You need a more specific point of view and demonstrable user need in order to tailor your d,82,Comments: The point of view does not include a user perspective. ,12,2,2,2,true,2
3,Deductions: - POV doesn???????????????t explicitly relate to design brief,9,,,2,2,2,true,2
3,- POV doesn???????????????t include a concrete user need. ,9,,,2,2,2,true,2
3,"Prototypes don't contain enough detail. How do I navigate the fridge prototype? Can I click on items inside of the fridge? No ""update goal"" screen from prototype view.",18,,,2,2,3,false,3
3,"Comments: Great inspiration board! Your point of view talks about health related goals, but isn???????????????t specific to something a user needs to be able to do. Also it already includes a solution, which it shouldn???????????????t do. Try thinking bac",58,Comments: Great inspiration board! ,5,1,1,1,true,1
3,Deductions: - User need is prescriptive not user-centered. ,9,,,2,2,2,true,2
3,"Inspirations showed apps that currently seem to solve the problem without explaining why they fall short. If the problem is already solved by someone else, why do we need your app?",32,Inspirations showed apps that currently seem to solve the problem without explaining why they fall short.,18,2,2,2,true,2
3,"Deductions: - POV specifies a clear need, but doesn???????????????t tell me how it relates back to the studio brief? Just needed one more sentence linking it back. ",28,,20,2,2,2,true,2
3,"- Inspirations were all directly related to cooking, didn???????????????t go beyond that context to make more abstract connections. ",19,,,2,2,3,false,2
3,- Paper prototype #1 unclear navigational flow. ,8,,,2,2,2,true,2
3,"Comments: Well done on 2nd storyboard. 1st prototype???????????????s navigational flow was unclear. Like the idea for the second prototype. Is there a way to invite friends through the app, via sms, email, etc? Seems like a crucial feature. Being able to ",61,Comments: Well done on 2nd storyboard. 1st prototype???????????????s navigational flow was unclear. Like the idea for the second prototype. ,20,2,2,2,true,2
3,Deductions: - POV doesn???????????????t articulate a clear user need without also including a proposed solution.,15,,,2,2,2,true,2
3,- Inspiration didn???????????????t make abstract/metaphorical connections to point of view. ,11,,,2,2,2,true,2
3,"- Storyboard 1. I should be able to make a distinct prototype from the one your team made based off of this storyboard, but it already includes a view of the specific interface. ",34,- Storyboard 1. ,4,,,,true,
3,Comments: Your approach feels very generic. You might run into the risk of trying to solve too many problems at once and not really doing any one thing well. Focus on narrowing down your point of view.Try thinking back to personas (see scott??????????????,89,Comments: Your approach feels very generic. ,7,2,2,2,true,2
3,"Comments: Really liked your inspiration board. Your prototype was really well thought out, but at times, especially the first one was very busy. For the second prototype, You might want to consider not sending regular summary notifications to users, and n",152,"Comments: Really liked your inspiration board. Your prototype was really well thought out, but at times, especially the first one was very busy. ",24,2,2,2,true,2
3,Deductions,1,,,,,,true,
3,-Inspiration board doesn???????????????t talk about how the user would currently address their need and why it falls short. ,19,,,2,2,2,true,2
3,Storyboards focus too heavily on the prototype/ui. Need to be able to come up with a distinct prototype that corresponds to the point of view from the storyboard.,29,Storyboards focus too heavily on the prototype/ui.,8,2,2,2,true,2
3,"-Prototype 2, has a lot of screens but was difficult to figure out, and seems to be for the incorrect platform.",21,,,2,2,2,true,2
3,"Comments: Second prototype was very difficult to read, also seems to be made for a desktop view, not a mobile web app. I like your idea of specifically helping cs students develop their portfolios. I think it???????????????s time to do more need-finding. ",87,"Comments: Second prototype was very difficult to read, also seems to be made for a desktop view, not a mobile web app. ",23,2,2,2,true,2
3,Deductions: - Point of View doesn???????????????t specifically engage the brief. ,11,,,2,2,2,true,2
3,"Comments: Recommend not tying yourself to one, extremely outdated, device when developing your prototype???????????_",14,,,3,2,3,false,3
3,Is there any way that your app might pull information from online sources to make entering requirements less tedious? ,20,,,3,2,3,false,2
3,"the point of view is too specific with it's problem, and doesn't explain why personal informatics are important to solving this problem. i think your group is on the right track, but the point of view you wrote here is not connected very well to the brief",55,"the point of view is too specific with it's problem, and doesn't explain why personal informatics are important to solving this problem. ",23,2,2,3,false,2
3,look in places you otherwise might not look for inspiration. reach as far as you can for inspiration.,18,,,3,3,3,true,3
3,good storyboards. good prototypes.,4,,,1,1,1,true,1
4,this assignment is incomplete -- ensure you're reading the assignment description + *rubric* in detail before submitting.,17,,,3,3,3,true,3
4,Nice work! Good comparative analysis and feedback,7,,,1,1,1,true,1
4,great work !,3,,,1,1,1,true,1
4,nice work !,3,,,1,1,1,true,1
4,great work !,3,,,1,1,1,true,1
4,"i liked the aggregate paragraph, but it could have had more.",11,,,2,2,2,true,2
4,nice work !,3,,,1,1,1,true,1
4,Good job!,2,,,1,1,1,true,1
4,Good job on home page.,5,,,1,1,1,true,1
4,Great job overall. Only thing is that the group evaluation did not contain many actionable suggestions for improvement. ,19,,,2,2,2,true,2
4,nice work !,3,,,1,1,1,true,1
4,"In general, not enough feedback. Severity rating missing.",8,,,2,2,2,true,2
4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful conclusion reached in the aggregate feedback.,23,,,2,2,2,true,2
4,more comparison. confusion about heuristics.,5,,,2,2,2,true,2
4,Great job!,2,,,1,1,1,true,1
4,Good job!,2,,,1,1,1,true,1
4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful solution suggested in the aggregate feedback.,23,,,2,2,2,true,2
4,I can't gleam the features that Novelly will have from your home screen.,13,,,2,2,2,true,2
4,"Severity rating in general is a bit low. For example, cancelling the post would receive a 4 I'd say.",19,,,2,2,2,true,2
4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful conclusion reached in the aggregate feedback.,23,,,2,2,2,true,2
4,Great job! Only thing was there wasn't enough comparative analysis between the two prototypes and a couple of the non-heuristic issues were missing severity ratings.,25,,,2,2,2,true,2
4,Great work! Only thing would be to add a specific severity rating for each violation rather than for the entire heuristic as a whole.,24,,,3,2,3,false,3
4,Great job! Only thing was that some of the violations could be further elaborated on in your bullet points as to why they are usability issues. Good comparative analyses.,29,Great job! ,3,3,2,1,false,1
4,Mainly missing an explicit comparative analysis between the two prototypes.,10,,,2,2,2,true,2
4,Home Screen: Navigational flow seems unclear. Do I need to sign-in before I can user your app? The Host and Guest buttons seem to indicate no. The ???????????????My Events??????????????? button seems to indicate that I???????????????m already signed in. W,56,Home Screen: Navigational flow seems unclear. Do I need to sign-in before I can user your app? ,18,2,2,2,true,2
4,Good job!,2,,,1,1,1,true,1
4,Home page has too many things right now(no points deducted),10,,,2,2,2,true,2
4,Really nicely done!,3,,,1,1,1,true,1
4,Some of the violations could be elaborated on further as to why it was a usability issue. Also needs an explicit comparative analysis of the two prototypes.,27,Some of the violations could be elaborated on further as to why it was a usability issue. ,18,3,3,3,true,3
4,severity ratings? make sure you're looking over the rubric before submitting...,11,,,3,3,3,true,3
4,nice work !,3,,,1,1,1,true,1
4,summary not very in depth for the amount of detail in both HE's.,13,,,2,2,2,true,2
4,go deeper with feedback. make clearer link to heuristics.,9,,,3,3,2,false,3
4,Provide more feedback.,3,,,2,2,2,true,2
4,Home page has too many things right now(no points deducted),10,,,2,2,2,true,2
4,great work !,3,,,1,1,1,true,1
4,nice work !,3,,,1,1,1,true,1
4,more depth to feedback.,4,,,2,2,2,true,2
4,nice work !,3,,,1,1,1,true,1
4,"Thorough, but would be helpful if your analysis of each point were a little more concise. ",17,,,3,3,2,false,3
4,"Very detailed, and you did a good job rating the severity of the issues appropriately. ",16,,,1,1,1,true,1
4,Good job overall. Some of the feedback could have been more comprehensive as to providing them with potential solutions. ,20,,,3,2,3,false,3
4,good work. write more.,4,,,2,2,3,false,2
4,Good job!,2,,,1,1,1,true,1
4,nice work !,3,,,1,1,1,true,1
4,"I'm not sure how the missing ""show path"" button is related to aesthetics and minimalist design.(no points deducted)",18,,,2,2,2,true,2
4,"The severity ratings are sometimes off.  For example, I'd say the missing collaborator screen should be a 4.",19,,,2,2,2,true,2
4,Good job!,2,,,1,1,1,true,1
4,Some more comparison between the two prototypes would have been helpful.,11,,,2,3,2,false,2
4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful conclusion reached in the aggregate feedback.,23,,,2,2,2,true,2
4,I had too much fun pressing the menu toggle in your home page. :),14,,,1,1,1,true,1
4,Good job!,2,,,1,1,1,true,1
4,I had too much fun pressing the menu toggle in your home page. :),14,,,1,1,1,true,1
4,"Individual HE: Solid analysis of usability. Interesting discussion on dynamic updating and how that might effect the experience of someone using the app. Dynamic updating is a pretty cool problem, and will definitely be something fun for the evaluated tea",96,Individual HE: Solid analysis of usability. Interesting discussion on dynamic updating and how that might effect the experience of someone using the app. ,24,1,1,1,true,1
4,Group HE: Good group evaluation. Was very useful especially in the context of this course to explicitly detail which heuristics your aggregately distilled violations fit into. Nice inclusion of very concrete example solutions for the evaluated team to con,97,Group HE: Good group evaluation. ,6,1,1,1,true,1
4,Good job!,2,,,1,1,1,true,1
4,I had too much fun pressing the menu toggle in your home page. :),14,,,1,1,1,true,1
4,nice work !,3,,,1,1,1,true,1
4,little off with the ratings. could have gone deeper with the feedback and the comparisons.,15,,,2,2,2,true,2
4,great work !,3,,,1,1,1,true,1
4,Good job!,2,,,1,1,1,true,1
4,"Home screen link didn't work, but because it worked on your teammate's submission, no points taken off. Should include a specific and explicit comparative analysis between the 2 prototypes.",29,"Home screen link didn't work, but because it worked on your teammate's submission, no points taken off. ",18,2,2,2,true,2
4,nice work !,3,,,1,1,1,true,1
4,great work !,3,,,1,1,1,true,1
4,could have better compared the two prototypes.,7,,,2,2,2,true,2
4,Good job!,2,,,1,1,1,true,1
4,The connection to the heuristics could be explained better. For some I wasn't sure how it connected to the heuristics.,20,,,3,2,2,false,2
4,Very good job!,3,,,1,1,1,true,1
4,"The aggregate evaluation was also written very well, which was rare.",11,,,1,1,1,true,1
4,Great work! Really liked the organization of your submission.,9,,,1,1,1,true,1
4,Great job! Very well organized and insightful feedback.,8,,,1,1,1,true,1
4,Good job! Aggregate evaluation should have more suggestions for potential solutions to the violations,14,,,3,1,1,false,3
4,Well done!,2,,,1,1,1,true,1
4,Good job overall. Only thing missing was an explicit comparative analysis between the two prototypes,15,,,2,2,2,true,2
4,Needs an explicit and specific comparative analysis of the 2 prototypes (as opposed to just listing the violations). Group evaluation for the 2nd prototype should include more actionable usability suggestions for improvement.,32,Needs an explicit and specific comparative analysis of the 2 prototypes (as opposed to just listing the violations). ,19,3,3,2,false,3
4,"Thorough, fairly concise, and well ranked.",6,,,1,1,1,true,1
4,"i liked the aggregate paragraph, but it could have had more.",11,,,2,2,2,true,2
4,Severity ratings are a bit low.,6,,,2,2,2,true,2
4,There was a start of a brainstorm for potential solutions to the prototypes but not an insightful conclusion reached in the aggregate feedback.,23,,,2,2,2,true,2
4,Home page has too many things right now(no points deducted),10,,,2,2,2,true,2
4,Not enough feedback.,3,,,2,2,2,true,2
4,Home screen needs to layout the skeleton for more features. Can the user see past likes/dislikes? I'm hoping there will be more features than just like/dislike in your final app.,30,Home screen needs to layout the skeleton for more features. Can the user see past likes/dislikes? ,17,3,2,2,false,2
4,Well done overall,3,,,1,1,1,true,1
4,Very good job!,3,,,1,1,1,true,1
4,"The aggregate evaluation was also written very well, which was rare.",11,,,1,1,1,true,1
4,Great job! Great insights and comparative analyses.,7,,,1,1,1,true,1
4,"Ensure you're completing the assignments (e.g. comparisons across prototypes). Also, a login page is *not* a home page",18,,,3,3,3,true,3
4,"nice job. summary could have explored more solutions, and speak more to the HE and less about the product.",19,,,3,3,2,false,3
4,severity ratings a little off.,5,,,2,2,2,true,2
4,would have wanted to see more comparison. some errors mislabeled.,10,,,2,2,2,true,2
4,comparison missing?,2,,,2,2,2,true,2
